C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.18CEST01:53:29

maintype = G & redshift >0 & Distance.distance <  50 & Distance.distance  >= 40 & Distance.unit = Mpc
-----------------------------------------------------------------------------------------------------

Number of objects : 692

 # ;            identifier             ;typ;   radvel   ;  redshift  ;     cz     ;#dist; distance Q unit;  err-        err+     ; method ;     reference     
346;ESO 434-39                         ;G  ;1025        ;0.003425    ;1026.76     ;    1;   44.87    Mpc ; -11.71      +11.71    ;T-F     ;2020ApJ...902..145K
347;ESO 316-4                          ;G  ;4830.9      ;0.016246    ;4870.46     ;    1;   46.77    Mpc ;                       ;        ;2016AJ....152...50T
348;UGC 5403                           ;G  ;2089        ;0.006993    ;2096.33     ;    1;   41.11    Mpc ;                       ;        ;2016AJ....152...50T
349;NGC 3094                           ;G  ;2405        ;0.008055    ;2414.72     ;    1;   35.6     Mpc ;                       ;redshift;2011MNRAS.413..813C
350;NGC 3107                           ;G  ;2803        ;0.009394    ;2816.23     ;    1;   40.9     Mpc ;                       ;redshift;2011MNRAS.413..813C
351;UGC 5358                           ;G  ;2913        ;0.009764    ;2927.29     ;    1;   44.06    Mpc ;  -3.17       +3.17    ;T-F     ;2020ApJ...902..145K
352;MCG+02-26-013                      ;G  ;2912        ;0.009761    ;2926.28     ;    1;   41.0     Mpc ;                       ;redshift;2011MNRAS.413..813C
353;UGC 5409                           ;G  ;2998        ;0.01005     ;3012.9      ;    1;   46.13    Mpc ;  -3.11       +3.11    ;T-F     ;2020ApJ...902..145K
354;SDSS J100351.84+110559.9           ;G  ;3256        ;0.01092     ;3273.7      ;    1;   49.20    Mpc ;  -2.47       +2.47    ;redshift;2015ApJ...809..146B
355;UGC 5376                           ;G  ;2050        ;0.006862    ;2057.06     ;    1;   39.63    Mpc ;  -2.14       +2.14    ;T-F     ;2020ApJ...902..145K
356;ESO 435-28                         ;G  ;3012        ;0.010098    ;3027.28     ;    1;   41.50    Mpc ; -12.88      +12.88    ;T-F     ;2020ApJ...902..145K
357;Z 64-71                            ;G  ;2758        ;0.009242    ;2770.80     ;    1;   43.25    Mpc ;  -3.31       +3.31    ;T-F     ;2020ApJ...902..145K
358;UGC 5522                           ;G  ;1217        ;0.004068    ;1219.48     ;    1;   41.88    Mpc ;                       ;        ;2016AJ....152...50T
359;NGC 3200                           ;G  ;3509.6      ;0.011776    ;3530.39     ;    1;   48.75    Mpc ;  -3.73       +3.73    ;T-F     ;2020ApJ...902..145K
360;ESO 435-50                         ;G  ;2716        ;0.009101    ;2728.42     ;    1;   39.99    Mpc ;  -6.30       +6.30    ;T-F     ;2020ApJ...902..145K
361;ESO 435-44                         ;G  ;2200        ;0.007366    ;2208.13     ;    1;   45.08    Mpc ; -11.16      +11.16    ;T-F     ;2020ApJ...902..145K
362;ESO 374-47                         ;G  ;2746        ;0.009202    ;2758.69     ;    1;   48.31    Mpc ;  -8.26       +8.26    ;T-F     ;2020ApJ...902..145K
363;UGC 5695                           ;G  ;2943        ;0.009865    ;2957.59     ;    1;   44.87    Mpc ;  -3.43       +3.43    ;T-F     ;2020ApJ...902..145K
364;UGC 5687                           ;G  ;3540        ;0.01188     ;3561.5      ;    1;   47.64    Mpc ;  -2.79       +2.79    ;T-F     ;2020ApJ...902..145K
365;ESO 436-14                         ;G  ;3887        ;0.013051    ;3912.53     ;    1;   45.92    Mpc ;  -7.65       +7.65    ;T-F     ;2020ApJ...902..145K
366;Z 65-72                            ;G  ;2857        ;0.009576    ;2870.74     ;    1;   65.16    Mpc ; -17.30      +17.30    ;T-F     ;2020ApJ...902..145K
367;NGC 3321                           ;G  ;2486.1      ;0.008327    ;2496.49     ;    1;   39.08    Mpc ;  -3.69       +3.69    ;T-F     ;2020ApJ...902..145K
368;2MASX J10403255-2751407            ;G  ;3945        ;0.013247    ;3971.30     ;    1;   45.08    Mpc ;                       ;        ;2016AJ....152...50T
369;ESO 437-12                         ;G  ;3530        ;0.01184     ;3551.0      ;    1;   40.2     Mpc ;                       ;T-F     ;2014MNRAS.444..527S
370;MCG-02-28-016                      ;G  ;2475        ;0.008289    ;2484.98     ;    1;   45.71    Mpc ;                       ;        ;2016AJ....152...50T
371;ESO 568-23                         ;G  ;3547        ;0.011902    ;3568.23     ;    1;   46.13    Mpc ;  -9.34       +9.34    ;T-F     ;2020ApJ...902..145K
372;ESO 318-3                          ;G  ;2754        ;0.009230    ;2767.08     ;    1;   41       Mpc ;  -8          +8       ;T-F     ;2008ApJ...676..184T
373;NGC 3456                           ;G  ;4260.2      ;0.014313    ;4290.90     ;    1;   45.29    Mpc ;                       ;        ;2016AJ....152...50T
374;MCG-02-28-031                      ;G  ;3046        ;0.010213    ;3061.63     ;    1;   45.50    Mpc ;  -4.91       +4.91    ;T-F     ;2020ApJ...902..145K
375;ESO 437-71                         ;G  ;2167.5      ;0.007256    ;2175.39     ;    1;   41.69    Mpc ;                       ;        ;2016AJ....152...50T
376;NGC 3559                           ;G  ;3217        ;0.01079     ;3234.8      ;    1;   39.26    Mpc ;  -4.24       +4.24    ;T-F     ;2020ApJ...902..145K
377;LEDA 35127                         ;G  ;2074        ;0.006942    ;2081.22     ;    1;   44.87    Mpc ;  -7.88       +7.88    ;T-F     ;2020ApJ...902..145K
378;UGC 6384                           ;G  ;2035        ;0.006811    ;2041.95     ;    1;   45.08    Mpc ;  -3.25       +3.25    ;T-F     ;2020ApJ...902..145K
379;NGC 3633                           ;G  ;2593        ;0.008687    ;2604.31     ;    1;   45.29    Mpc ;  -2.85       +2.85    ;T-F     ;2020ApJ...902..145K
380;UGC 6517                           ;G  ;2494        ;0.008354    ;2504.46     ;    1;   50.58    Mpc ;  -6.37       +6.37    ;T-F     ;2020ApJ...902..145K
381;UGC 6499                           ;G  ;2222        ;0.007439    ;2230.30     ;    1;   41.50    Mpc ;  -3.55       +3.55    ;T-F     ;2020ApJ...902..145K
382;LEDA 1647688                       ;G  ;6364        ;0.021458    ;6433.00     ;    1;   45.29    Mpc ;  -8.15       +8.15    ;T-F     ;2020ApJ...902..145K
383;ESO 571-4                          ;G  ;3556        ;0.011933    ;3577.34     ;    1;   41.88    Mpc ;                       ;        ;2016AJ....152...50T
384;ESO 378-11                         ;G  ;3246.0      ;0.010887    ;3263.76     ;    1;   42.85    Mpc ;  -4.24       +4.24    ;T-F     ;2020ApJ...902..145K
385;LEDA 1562722                       ;G  ;4968        ;0.01671     ;5009.5      ;    1;   48.08    Mpc ;  -3.68       +3.68    ;T-F     ;2020ApJ...902..145K
386;UGC 6717                           ;G  ;2869        ;0.009616    ;2882.86     ;    1;   42.27    Mpc ;                       ;        ;2008AJ....136..713K
387;NGC 3876                           ;G  ;2892        ;0.009694    ;2906.08     ;    1;   25.82    Mpc ;  -2.91       +2.91    ;T-F     ;2020ApJ...902..145K
388;ESO 266-15                         ;G  ;3165.6      ;0.010616    ;3182.49     ;    1;   39.45    Mpc ;  -6.75       +6.75    ;T-F     ;2020ApJ...902..145K
389;IC 2978                            ;G  ;3234        ;0.010846    ;3251.63     ;    1;   43.45    Mpc ;  -3.32       +3.32    ;T-F     ;2020ApJ...902..145K
390;MCG+05-28-073                      ;G  ;3537        ;0.01187     ;3558.5      ;    1;   45.50    Mpc ;  -5.12       +5.12    ;T-F     ;2020ApJ...902..145K
391;MCG-01-30-048                      ;G  ;2480        ;0.008307    ;2490.34     ;    1;   45.08    Mpc ;  -8.72       +8.72    ;T-F     ;2020ApJ...902..145K
392;IC 743                             ;G  ;3845        ;0.012909    ;3869.98     ;    1;   41.88    Mpc ;  -5.84       +5.84    ;T-F     ;2020ApJ...902..145K
393;UGC 7041                           ;G  ;3161        ;0.010600    ;3177.84     ;    1;   46.56    Mpc ;  -2.93       +2.93    ;T-F     ;2020ApJ...902..145K
394;Z 69-72                            ;G  ;2240        ;0.007500    ;2248.43     ;    1;   48.98    Mpc ;  -4.85       +4.85    ;T-F     ;2020ApJ...902..145K
395;ESO 379-27                         ;G  ;2859        ;0.009583    ;2872.76     ;    1;   47.21    Mpc ;  -6.80       +6.80    ;T-F     ;2020ApJ...902..145K
396;IC 3074                            ;G  ;1979        ;0.006623    ;1985.58     ;    1;   32.51    Mpc ;  -2.19       +2.19    ;T-F     ;2020ApJ...902..145K
397;LEDA 91181                         ;G  ;2162        ;0.007238    ;2169.85     ;    1;   41.69    Mpc ; -10.88      +10.88    ;T-F     ;2020ApJ...902..145K
398;ESO 441-24                         ;G  ;3338        ;0.011197    ;3356.79     ;    1;   42.85    Mpc ;  -5.98       +5.98    ;T-F     ;2020ApJ...902..145K
399;ESO 573-22                         ;G  ;1643        ;0.005496    ;1647.53     ;    1;   40.36    Mpc ; -10.90      +10.90    ;T-F     ;2020ApJ...902..145K
400;IC 3631                            ;G  ;2814        ;0.00943     ;2827.0      ;    1;   42.8000  Mpc ;                       ;redshift;2019A&A...631A..38L
401;UGC 7798                           ;G  ;2568        ;0.008603    ;2579.09     ;    1;   48.98    Mpc ;  -7.71       +7.71    ;T-F     ;2020ApJ...902..145K
402;UGC 7883                           ;G  ;3208.6      ;0.010761    ;3225.96     ;    1;   43.45    Mpc ;  -2.93       +2.93    ;T-F     ;2020ApJ...902..145K
403;ESO 574-33                         ;G  ;3483.5      ;0.011688    ;3503.98     ;    1;   46.77    Mpc ;  -5.47       +5.47    ;T-F     ;2020ApJ...902..145K
404;MCG+02-33-038                      ;G  ;2650        ;0.00888     ;2662.2      ;    1;   40.1     Mpc ;                       ;redshift;2011MNRAS.413..813C
405;UGC 8056                           ;G  ;2697        ;0.009037    ;2709.24     ;    1;   48.75    Mpc ;  -4.39       +4.39    ;T-F     ;2020ApJ...902..145K
406;NGC 4830                           ;G  ;3323        ;0.011148    ;3342.09     ;    1;   42.85    Mpc ;                       ;        ;2016AJ....152...50T
407;LEDA 91262                         ;G  ;2544        ;0.008522    ;2554.89     ;    1;   49.20    Mpc ;  -4.21       +4.21    ;T-F     ;2020ApJ...902..145K
408;UGC 8253                           ;G  ;3325        ;0.011153    ;3343.65     ;    1;   48.42    Mpc ;                       ;        ;2008AJ....136..713K
409;UGC 8255                           ;G  ;3348        ;0.01123     ;3366.7      ;    1;   52.48    Mpc ;                       ;        ;2016AJ....152...50T
410;UGC 8263                           ;G  ;3039        ;0.01019     ;3054.9      ;    1;   43.45    Mpc ;  -3.32       +3.32    ;T-F     ;2020ApJ...902..145K
411;UGC 8275                           ;G  ;3024        ;0.01014     ;3039.9      ;    1;   45.29    Mpc ;  -3.46       +3.46    ;T-F     ;2020ApJ...902..145K
412;LEDA 91258                         ;G  ;2834        ;0.009498    ;2847.52     ;    1;   43.45    Mpc ; -11.15      +11.15    ;T-F     ;2020ApJ...902..145K
413;MCG-02-34-045                      ;G  ;2771.4      ;0.009288    ;2784.33     ;    1;   41.0978  Mpc ;                       ;redshift;2019A&A...631A..38L
414;IC 4237                            ;G  ;2668.6      ;0.008941    ;2680.58     ;    1;   35.97    Mpc ;  -3.89       +3.89    ;T-F     ;2020ApJ...902..145K
415;UGC 8534                           ;G  ;5227        ;0.01759     ;5273.3      ;    1;   54.95    Mpc ;  -5.94       +5.94    ;T-F     ;2020ApJ...902..145K
416;MCG-02-34-060                      ;G  ;4191.9      ;0.014082    ;4221.62     ;    1;   43.25    Mpc ;  -3.89       +3.89    ;T-F     ;2020ApJ...902..145K
417;MCG-03-35-009                      ;G  ;4344        ;0.014597    ;4376.07     ;    1;   42.85    Mpc ;                       ;        ;2016AJ....152...50T
418;ESO 509-45                         ;G  ;5056        ;0.017010    ;5099.36     ;    1;   60.26    Mpc ;  -6.51       +6.51    ;T-F     ;2020ApJ...902..145K
419;UGC 8693                           ;G  ;2436        ;0.008159    ;2445.98     ;    1;   40.18    Mpc ;  -2.53       +2.53    ;T-F     ;2020ApJ...902..145K
420;UGC 8698                           ;G  ;3785        ;0.012706    ;3809.20     ;    1;   45.71    Mpc ;  -3.29       +3.29    ;T-F     ;2020ApJ...902..145K
421;ESO 577-38                         ;G  ;1889.4      ;0.006322    ;1895.39     ;    1;   43.85    Mpc ;                       ;        ;2016AJ....152...50T
422;ESO 445-62                         ;G  ;4685        ;0.015752    ;4722.19     ;    1;   48.08    Mpc ;                       ;        ;2016AJ....152...50T
423;UGC 8793                           ;G  ;2418        ;0.008098    ;2427.83     ;    1;   42.07    Mpc ; -11.55      +11.55    ;T-F     ;2020ApJ...902..145K
424;Z 191-17                           ;G  ;2393        ;0.008014    ;2402.63     ;    1;   49.43    Mpc ;  -4.00       +4.00    ;T-F     ;2020ApJ...902..145K
425;UGC 8899                           ;G  ;2854        ;0.009566    ;2867.72     ;    1;   48.98    Mpc ;  -3.53       +3.53    ;T-F     ;2020ApJ...902..145K
426;UGC 8924                           ;G  ;3573        ;0.01199     ;3594.5      ;    1;   46.56    Mpc ;  -2.93       +2.93    ;T-F     ;2020ApJ...902..145K
427;LEDA 3303911                       ;G  ;4274        ;0.01436     ;4305.0      ;    1;   49.20    Mpc ;  -3.99       +3.99    ;T-F     ;2020ApJ...902..145K
428;LEDA 89825                         ;G  ;4070        ;0.01367     ;4098.2      ;    1;   44.87    Mpc ;                       ;        ;2016AJ....152...50T
429;Z 103-83                           ;G  ;5069        ;0.017054    ;5112.59     ;    1;   48.53    Mpc ;  -6.55       +6.55    ;T-F     ;2020ApJ...902..145K
430;MCG+06-32-004                      ;G  ;3648        ;0.01224     ;3670.0      ;    1;   42.66    Mpc ;                       ;        ;2016AJ....152...50T
431;MCG+06-32-001                      ;G  ;3576        ;0.01200     ;3597.5      ;    1;   44.46    Mpc ;  -5.80       +5.80    ;T-F     ;2020ApJ...902..145K
432;NGC 5604                           ;G  ;2745.2      ;0.009199    ;2757.88     ;    1;   43.65    Mpc ;  -3.93       +3.93    ;T-F     ;2020ApJ...902..145K
433;IC 4407                            ;G  ;2712.6      ;0.009090    ;2724.98     ;    1;   48.75    Mpc ;  -6.80       +6.80    ;T-F     ;2020ApJ...902..145K
434;ESO 446-49                         ;G  ;3829        ;0.012856    ;3854.13     ;    1;   42.07    Mpc ;                       ;        ;2016AJ....152...50T
435;UGC 9253                           ;G  ;3916        ;0.01315     ;3942.3      ;    1;   49.43    Mpc ;  -2.89       +2.89    ;T-F     ;2020ApJ...902..145K
436;UGC 9302                           ;G  ;3543        ;0.011889    ;3564.19     ;    1;   41.30    Mpc ;  -5.58       +5.58    ;T-F     ;2020ApJ...902..145K
437;Z 75-61                            ;G  ;2191        ;0.007335    ;2199.07     ;    1;   47.86    Mpc ;  -3.45       +3.45    ;T-F     ;2020ApJ...902..145K
438;LEDA 87316                         ;G  ;2087        ;0.006986    ;2094.32     ;    1;   40.93    Mpc ;  -3.68       +3.68    ;T-F     ;2020ApJ...902..145K
439;UGC 9305                           ;G  ;2362        ;0.007910    ;2371.38     ;    1;   45.08    Mpc ;  -3.65       +3.65    ;T-F     ;2020ApJ...902..145K
440;ESO 511-46                         ;G  ;4388        ;0.014745    ;4420.59     ;    1;   38.73    Mpc ;  -6.45       +6.45    ;T-F     ;2020ApJ...902..145K
441;ESO 385-32                         ;G  ;2840        ;0.009519    ;2853.58     ;    1;   35.65    Mpc ;  -5.61       +5.61    ;T-F     ;2020ApJ...902..145K
442;UGC 9472                           ;G  ;1787        ;0.00598     ;1792.8      ;    1;   40.36    Mpc ;  -5.63       +5.63    ;T-F     ;2020ApJ...902..145K
443;NGC 5742                           ;G  ;3999        ;0.013429    ;4026.03     ;    1;   37.33    Mpc ;                       ;        ;2016AJ....152...50T
444;IC 4464                            ;G  ;4356        ;0.014637    ;4388.06     ;    1;   44.06    Mpc ;                       ;        ;2016AJ....152...50T
445;ESO 386-6                          ;G  ;4538        ;0.015253    ;4572.87     ;    1;   45.92    Mpc ;  -4.13       +4.13    ;T-F     ;2020ApJ...902..145K
446;UGC 9597                           ;G  ;1735        ;0.005804    ;1740.05     ;    1;   48.98    Mpc ;  -5.73       +5.73    ;T-F     ;2020ApJ...902..145K
447;UGC 9614                           ;G  ;3036        ;0.01018     ;3051.9      ;    1;   41.94    Mpc ;  -2.04       +2.04    ;redshift;2015ApJ...809..146B
448;MCG-02-38-022                      ;G  ;2583        ;0.008653    ;2594.22     ;    1;   50.12    Mpc ;  -6.09       +6.09    ;T-F     ;2020ApJ...902..145K
449;ESO 581-11                         ;G  ;3231.7      ;0.010839    ;3249.31     ;    1;   53.70    Mpc ;  -7.25       +7.25    ;T-F     ;2020ApJ...902..145K
450;ESO 580-49                         ;G  ;3978        ;0.013358    ;4004.75     ;    1;   49.20    Mpc ;  -4.43       +4.43    ;T-F     ;2020ApJ...902..145K
451;ESO 329-15                         ;G  ;4385        ;0.014737    ;4418.04     ;    1;   48.08    Mpc ;                       ;        ;2016AJ....152...50T
452;ESO 388-2                          ;G  ;4456        ;0.014976    ;4489.61     ;    1;   44.67    Mpc ;  -7.44       +7.44    ;T-F     ;2020ApJ...902..145K
453;ESO 452-8                          ;G  ;4831        ;0.016246    ;4870.56     ;    1;   54.95    Mpc ;  -6.68       +6.68    ;T-F     ;2020ApJ...902..145K
454;ESO 513-28                         ;G  ;2414        ;0.008085    ;2423.80     ;    1;   42.66    Mpc ;  -9.60       +9.60    ;T-F     ;2020ApJ...902..145K
455;ESO 452-7                          ;G  ;4116        ;0.013825    ;4144.65     ;    1;   45.71    Mpc ;  -3.50       +3.50    ;T-F     ;2020ApJ...902..145K
456;NGC 6907                           ;G  ;3175.5      ;0.010649    ;3192.50     ;    1;   36.31    Mpc ;                       ;        ;2016AJ....152...50T
457;NGC 6903                           ;G  ;3285        ;0.011018    ;3303.11     ;    1;   40.74    Mpc ;                       ;        ;2016AJ....152...50T
458;ESO 596-32                         ;G  ;3405        ;0.011423    ;3424.56     ;    1;   41.69    Mpc ;  -9.19       +9.19    ;T-F     ;2020ApJ...902..145K
459;MCG-02-38-032                      ;G  ;2931.7      ;0.009827    ;2946.18     ;    1;   41.50    Mpc ;  -3.73       +3.73    ;T-F     ;2020ApJ...902..145K
460;6dFGS gJ150633.3-124301            ;G  ;2322.0      ;0.007776    ;2331.06     ;    1;   45.71    Mpc ;  -5.14       +5.14    ;T-F     ;2020ApJ...902..145K
461;MCG-02-38-031                      ;G  ;2438        ;0.008166    ;2447.99     ;    1;   41.69    Mpc ;  -7.50       +7.50    ;T-F     ;2020ApJ...902..145K
462;2MFGC 12496                        ;G  ;3374        ;0.011319    ;3393.20     ;    1;   45.71    Mpc ;  -6.17       +6.17    ;T-F     ;2020ApJ...902..145K
463;NGC 6865                           ;G  ;4723        ;0.01588     ;4761.0      ;    1;   47.21    Mpc ;                       ;        ;2016AJ....152...50T
464;UGC 11622                          ;G  ;4132.6      ;0.013881    ;4161.48     ;    1;   45.29    Mpc ;  -4.69       +4.69    ;T-F     ;2020ApJ...902..145K
465;UGC 9787                           ;G  ;1583        ;0.005294    ;1587.20     ;    1;   43.45    Mpc ;  -5.87       +5.87    ;T-F     ;2020ApJ...902..145K
466;UGC 11553                          ;G  ;3951        ;0.013267    ;3977.38     ;    1;   48.98    Mpc ;  -8.82       +8.82    ;T-F     ;2020ApJ...902..145K
467;UGC 11541                          ;G  ;3812        ;0.012797    ;3836.55     ;    1;   44.26    Mpc ;  -5.78       +5.78    ;T-F     ;2020ApJ...902..145K
468;UGC 11575                          ;G  ;3988        ;0.013392    ;4014.88     ;    1;   46.99    Mpc ;  -5.92       +5.92    ;T-F     ;2020ApJ...902..145K
469;UGC 11482                          ;G  ;3169        ;0.010627    ;3185.93     ;    1;   49.43    Mpc ;  -5.56       +5.56    ;T-F     ;2020ApJ...902..145K
470;UGC 11498                          ;G  ;3262        ;0.010941    ;3279.94     ;    1;   44.06    Mpc ;  -3.96       +3.96    ;T-F     ;2020ApJ...902..145K
471;UGC 11565                          ;G  ;3094        ;0.010374    ;3110.13     ;    1;   41.11    Mpc ;  -5.74       +5.74    ;T-F     ;2020ApJ...902..145K
472;Z 50-42                            ;G  ;3309        ;0.01110     ;3327.7      ;    1;   45.88    Mpc ;  -2.11       +2.11    ;redshift;2015ApJ...809..146B
473;NGC 6063                           ;G  ;2848        ;0.009545    ;2861.66     ;    1;   45.92    Mpc ;  -4.13       +4.13    ;T-F     ;2020ApJ...902..145K
474;UGC 10225                          ;G  ;3030        ;0.01016     ;3045.9      ;    1;   41.37    Mpc ;  -1.71       +1.71    ;redshift;2015ApJ...809..146B
475;2MASX J18362423+1018467            ;G  ;3334        ;0.0112      ;3353        ;    1;   49.5     Mpc ;                       ;T-F     ;2014MNRAS.444..527S
476;Z 76-123                           ;G  ;3214        ;0.01078     ;3231.8      ;    1;   43.28    Mpc ;  -2.07       +2.07    ;redshift;2015ApJ...809..146B
477;UGC 9656                           ;G  ;4050        ;0.013602    ;4077.73     ;    1;   60.53    Mpc ;  -3.81       +3.81    ;T-F     ;2020ApJ...902..145K
478;UGC 9845                           ;G  ;1893        ;0.006334    ;1899.01     ;    1;   30.34    Mpc ;  -2.18       +2.18    ;T-F     ;2020ApJ...902..145K
479;Z 79-47                            ;G  ;3262        ;0.01094     ;3279.7      ;    1;   62.81    Mpc ;  -4.24       +4.24    ;T-F     ;2020ApJ...902..145K
480;Z 79-85                            ;G  ;3247        ;0.010890    ;3264.78     ;    1;   49.43    Mpc ;  -3.34       +3.34    ;T-F     ;2020ApJ...902..145K
481;NGC 6368                           ;G  ;2765        ;0.009266    ;2777.87     ;    1;   36.81    Mpc ;  -3.48       +3.48    ;T-F     ;2020ApJ...902..145K
482;UGC 9814                           ;G  ;3226        ;0.01082     ;3243.8      ;    1;   45.92    Mpc ;  -3.93       +3.93    ;T-F     ;2020ApJ...902..145K
483;UGC 9901                           ;G  ;3163        ;0.010607    ;3179.86     ;    1;   46.34    Mpc ;  -2.92       +2.92    ;T-F     ;2020ApJ...902..145K
484;UGC 9919                           ;G  ;3185        ;0.010681    ;3202.10     ;    1;   45.29    Mpc ;  -2.65       +2.65    ;T-F     ;2020ApJ...902..145K
485;UGC 9941                           ;G  ;1861        ;0.006227    ;1866.81     ;    1;   45.29    Mpc ;  -7.54       +7.54    ;T-F     ;2020ApJ...902..145K
486;MCG+02-52-003                      ;G  ;4536        ;0.015247    ;4570.84     ;    1;   48.98    Mpc ;  -3.97       +3.97    ;T-F     ;2020ApJ...902..145K
487;UGC 9962                           ;G  ;3259        ;0.01093     ;3276.7      ;    1;   40.93    Mpc ;  -8.84       +8.84    ;T-F     ;2020ApJ...902..145K
488;UGC 10549                          ;G  ;2601        ;0.008714    ;2612.38     ;    1;   41.11    Mpc ;  -7.40       +7.40    ;T-F     ;2020ApJ...902..145K
489;UGC 10899                          ;G  ;3225        ;0.010816    ;3242.53     ;    1;   47.42    Mpc ;  -7.90       +7.90    ;T-F     ;2020ApJ...902..145K
490;UGC 11385                          ;G  ;3118        ;0.010455    ;3134.38     ;    1;   43.85    Mpc ;  -6.31       +6.31    ;T-F     ;2020ApJ...902..145K
491;UGC 9917                           ;G  ;3010        ;0.01009     ;3024.9      ;    1;   46.56    Mpc ;  -7.12       +7.12    ;T-F     ;2020ApJ...902..145K
492;UGC 10017                          ;G  ;4410        ;0.014820    ;4442.92     ;    1;   49.66    Mpc ; -11.62      +11.62    ;T-F     ;2020ApJ...902..145K
493;2MASX J15493255+2038431            ;G  ;4752        ;0.015978    ;4790.08     ;    1;   47.86    Mpc ;                       ;        ;2016AJ....152...50T
494;UGC 10232                          ;G  ;3319        ;0.011133    ;3337.58     ;    1;   47.21    Mpc ;  -5.95       +5.95    ;T-F     ;2020ApJ...902..145K
495;UGC 10588                          ;G  ;2683        ;0.008990    ;2695.11     ;    1;   45.50    Mpc ;  -4.71       +4.71    ;T-F     ;2020ApJ...902..145K
496;NGC 6547                           ;G  ;2690        ;0.009013    ;2702.03     ;    1;   40.8     Mpc ;                       ;redshift;2011MNRAS.413..813C
497;UGC 11323                          ;G  ;4110        ;0.013805    ;4138.56     ;    1;   55.72    Mpc ;  -7.02       +7.02    ;T-F     ;2020ApJ...902..145K
498;UGC 10721                          ;G  ;2919        ;0.009785    ;2933.35     ;    1;   40.93    Mpc ;  -3.68       +3.68    ;T-F     ;2020ApJ...902..145K
499;NGC 6372                           ;G  ;4753        ;0.015982    ;4791.28     ;    1;   48.53    Mpc ;  -5.68       +5.68    ;T-F     ;2020ApJ...902..145K
500;NGC 6674                           ;G  ;3429        ;0.011504    ;3448.84     ;    1;   44.67    Mpc ;  -5.03       +5.03    ;T-F     ;2020ApJ...902..145K
501;UGC 11371                          ;G  ;3750        ;0.012588    ;3773.75     ;    1;   57.54    Mpc ;  -5.70       +5.70    ;T-F     ;2020ApJ...902..145K
502;UGC 11231                          ;G  ;2898        ;0.009714    ;2912.14     ;    1;   46.13    Mpc ;  -9.55       +9.55    ;T-F     ;2020ApJ...902..145K
503;UGC 11404                          ;G  ;3916        ;0.013149    ;3941.91     ;    1;   42.46    Mpc ;  -4.59       +4.59    ;T-F     ;2020ApJ...902..145K
504;IC 4582                            ;G  ;2146        ;0.007184    ;2153.74     ;    1;   44.46    Mpc ;  -3.60       +3.60    ;T-F     ;2020ApJ...902..145K
505;UGC 10529                          ;G  ;4433        ;0.014898    ;4466.27     ;    1;   44.87    Mpc ;  -6.06       +6.06    ;T-F     ;2020ApJ...902..145K
506;UGC 11417                          ;G  ;3970        ;0.013331    ;3996.64     ;    1;   47.86    Mpc ;  -7.32       +7.32    ;T-F     ;2020ApJ...902..145K
507;UGC 9676                           ;G  ;2888        ;0.009680    ;2902.05     ;    1;   48.98    Mpc ;  -4.85       +4.85    ;T-F     ;2020ApJ...902..145K
508;UGC 11041                          ;G  ;4876        ;0.016399    ;4916.31     ;    1;   46.13    Mpc ;  -4.36       +4.36    ;T-F     ;2020ApJ...902..145K
509;UGC 11426                          ;G  ;4453        ;0.014966    ;4486.57     ;    1;   50.82    Mpc ;  -5.95       +5.95    ;T-F     ;2020ApJ...902..145K
510;UGC 11132                          ;G  ;2836        ;0.009505    ;2849.54     ;    1;   48.31    Mpc ;  -3.91       +3.91    ;T-F     ;2020ApJ...902..145K
511;UGC 11448                          ;G  ;4537        ;0.015251    ;4572.13     ;    1;   44.26    Mpc ;                       ;        ;2016AJ....152...50T
512;UGC 10625                          ;G  ;2044        ;0.006841    ;2051.02     ;    1;   33.88    Mpc ;  -3.35       +3.35    ;T-F     ;2020ApJ...902..145K
513;NGC 6675                           ;G  ;2485        ;0.008322    ;2495.00     ;    1;   39.63    Mpc ;                       ;        ;2016AJ....152...50T
514;IC 1265                            ;G  ;2161        ;0.007234    ;2168.85     ;    1;   42.46    Mpc ;  -5.73       +5.73    ;T-F     ;2020ApJ...902..145K
515;UGC 11459                          ;G  ;3119        ;0.010459    ;3135.39     ;    1;   43.45    Mpc ;  -5.08       +5.08    ;T-F     ;2020ApJ...902..145K
516;ESO 253-7                          ;G  ;4239        ;0.014240    ;4269.04     ;    1;   41.69    Mpc ;                       ;        ;2016AJ....152...50T
517;NGC 2191                           ;G  ;4571        ;0.015365    ;4606.39     ;    1;   41.30    Mpc ;                       ;        ;2016AJ....152...50T
518;ESO 162-15                         ;G  ;2833.6      ;0.009497    ;2847.12     ;    1;   42.85    Mpc ;                       ;        ;2016AJ....152...50T
519;ESO 121-26                         ;G  ;2274.3      ;0.007615    ;2282.99     ;    1;   40.36    Mpc ;                       ;        ;2016AJ....152...50T
520;ESO 117-19A                        ;G  ;6243        ;0.02104     ;6309.0      ;    1;   41.30    Mpc ;                       ;        ;2016AJ....152...50T
521;NGC 3366                           ;G  ;2905.1      ;0.009738    ;2919.31     ;    1;   39.81    Mpc ;  -3.58       +3.58    ;T-F     ;2020ApJ...902..145K
522;ESO 263-31                         ;G  ;2674.6      ;0.008962    ;2686.64     ;    1;   41.50    Mpc ;  -4.67       +4.67    ;T-F     ;2020ApJ...902..145K
